what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299636545795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636547194
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636547424
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299636550648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636551386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636551580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299636553302
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1299636561505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299636564823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636578939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636578964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636582663
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636587628
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.extract.method",1299636587645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299636592698
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1299636593194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636598455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299636607851
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.extract.method",1299636607868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299636609631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299636627594
